content_rating,genres,runtime,budget,gross,num_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,aspect_ratio,cast_total_facebook_likes
PG,Action,110,50000000,26199517,34356,146,260,6.4,2.35,18635
PG,Action,107,20000000,1190018,261317,146,1137,7.5,2.35,25088
PG,Action,118,16000000,2849142,24104,146,88,7.2,2.35,1889
PG,Action,97,12000000,3950294,56654,146,124,7,1.85,22577
PG,Action,124,30000000,52937130,198066,147,426,7.6,2.35,43453
PG,Action,150,8500000,140244,20419,147,259,6.7,1.85,4168
PG,Action,99,6000000,2077046,27266,147,75,7,2.35,2748
PG,Action,82,10000000,6842058,36029,147,99,6.1,2.35,3818
PG,Action,88,12000000,17016190,28632,148,214,4.9,1.85,2567
PG,Action,94,20000000,5132655,37626,148,521,2.3,2.35,838
PG,Action,100,20000000,84518155,35965,148,144,4.9,1.85,2654
PG,Action,110,38000000,46813366,39440,148,83,6.1,2.35,4882
PG,Action,152,60000000,32522352,207287,149,822,7.9,1.85,36897
PG,Action,91,20000000,41867960,65512,149,478,5.5,1.33,3023
PG,Action,114,35000000,6592103,28584,149,232,6.3,1.85,1005
PG,Action,101,30000000,12987647,24019,149,199,7.1,2.35,3431
PG,Action,105,4000000,2338695,134070,149,263,7.4,2.35,29277
PG,Action,132,12000000,119922,8429,149,62,7.7,2.35,91
PG,Action,92,22000000,2963012,48873,149,105,6.3,2.35,14617
PG,Action,106,6000000,3588432,29341,149,93,6.7,2.35,18947
PG,Action,91,4000000,35385560,27198,149,131,4.6,2.35,4807
PG,Action,124,45000000,19719930,42621,150,531,6.8,2.35,793
PG,Action,88,9000000,18225165,155262,150,316,7.1,1.85,3114
PG,Action,111,15000000,2203641,42792,150,162,6.7,2.35,1252
PG,Action,96,20000000,13630226,112516,150,223,6.2,1.85,30541
PG,Action,110,5000000,21994911,98354,151,433,7.7,1.85,1122
PG-13,Action,104,6000000,30093107,600996,151,726,8.3,1.85,39175
PG-13,Action,104,6000000,30093107,600996,151,726,8.3,1.85,39175
PG-13,Action,120,42000000,24375436,42547,151,265,6.1,2.35,33585
PG-13,Action,98,70000000,18990542,22264,151,289,3,2.35,2763
PG-13,Action,94,15000000,30259652,26905,151,614,4.1,2.35,5440
PG-13,Action,91,2000000,3885134,31130,151,243,7.4,1.85,1349
PG-13,Action,103,35000000,7948159,48999,151,280,6,2.35,6563
PG-13,Action,117,20000000,13987482,58957,151,91,6,1.85,15713
PG-13,Action,124,50000000,52752475,63067,152,533,6.7,1.85,2583
PG-13,Action,153,115000000,40911830,55994,152,454,6,2.35,15046
PG-13,Action,113,52000000,34636443,93790,152,288,6.6,2.35,103354
PG-13,Action,94,3000000,2912363,25063,152,177,7.3,2.35,278
PG-13,Action,109,20000000,19976073,65979,152,220,6.3,2.35,3148
PG-13,Action,135,10000000,128486,26156,152,74,7.3,2.35,569
PG-13,Action,112,4000000,31252964,71495,153,522,7.1,2.35,13707
PG-13,Action,141,68000000,100614858,206776,153,1248,6.9,1.85,11458
PG-13,Action,139,22000000,58328680,54096,153,494,7.5,2.35,5458
PG-13,Action,121,4800000,4063859,114407,153,225,7.7,1.85,200
PG-13,Action,74,55000000,104354205,162331,153,332,6.3,2.35,5713
PG-13,Action,102,12000000,38087366,113918,153,165,6.6,1.85,4065
PG-13,Action,89,500000,5739376,58260,154,286,7.7,1.85,24419
PG-13,Action,124,20000000,19661987,83786,154,231,7.5,2.35,17050
PG-13,Action,130,30000000,15709385,53053,154,132,6.7,1.85,5101
PG-13,Action,99,29000000,63034755,16984,154,96,5.3,1.85,23562
PG-13,Action,116,51000000,90567722,185878,155,481,6.5,1.85,1711
PG-13,Action,101,3000000,6517198,30474,155,172,7.5,1.85,308
PG-13,Action,126,35000000,18324242,32815,155,214,7.3,2.35,20563
PG-13,Action,100,23000000,2708188,8924,155,43,6.2,2.35,365
PG-13,Action,97,5000000,2711210,40305,155,86,6.4,2.35,10517
PG-13,Action,110,24000000,25167270,30119,156,263,6.3,2.35,12254
PG-13,Action,98,28000000,8434601,43006,156,460,4.9,2.35,28867
PG-13,Action,91,35000000,30079316,75920,156,474,5.5,1.85,1083
PG-13,Action,102,22000000,12469811,69172,156,316,6.6,1.85,13156
PG-13,Action,92,11000000,27669413,76207,156,194,6,1.85,3101
PG-13,Action,101,20000000,117224271,47794,156,81,7.1,1.78,1787
PG-13,Action,87,3000000,418268,37156,156,129,5.3,2.35,8353
PG-13,Action,103,19800000,34290142,54242,156,145,6.6,2.35,4662
PG-13,Action,115,2000000,5383834,173551,157,361,8.1,1.85,318
PG-13,Action,98,8000000,1641788,30096,157,213,6.8,1.78,1381
PG-13,Action,101,3200000,8243880,28714,157,215,7,2.35,3086
PG-13,Action,122,17000000,6855137,88590,157,419,7.4,2.35,27381
PG-13,Action,116,70000000,36931089,70681,157,198,5.6,2.35,16484
PG-13,Action,102,15000000,101978840,77724,157,162,6.6,1.85,1018
PG-13,Action,126,15000000,13005485,56665,158,469,7.6,1.85,2282
PG-13,Action,108,30000000,16930884,65628,158,262,5.9,2.35,16722
PG-13,Action,99,7000000,2344847,18561,158,119,6.8,2.35,2158
PG-13,Action,160,45000000,7916887,15697,158,182,6,2.35,26982
PG-13,Action,96,2000000,3590010,20885,158,60,6.1,1.85,3013
PG-13,Action,109,11500000,35537564,49671,158,166,6,2.35,24063
PG-13,Action,116,8000000,22201636,33567,159,206,7.4,1.85,727
PG-13,Action,116,70000000,5851188,31124,159,313,4.2,2.35,1899
PG-13,Action,92,3000000,2926565,28573,159,72,6.5,1.66,3608
PG-13,Action,110,25000000,28831145,39357,159,113,6.8,2.35,3757
PG-13,Action,81,100000,22757819,13521,159,150,4.2,1.85,276
PG-13,Action,99,46000000,70327868,58416,160,301,5.9,2.35,26527
PG-13,Action,90,15000000,26421314,28964,160,457,4,1.85,608
PG-13,Action,126,20000000,5701643,37635,160,165,7.3,2.35,653
PG-13,Action,95,10800000,56729973,88529,160,262,5.8,1.85,5286
PG-13,Action,184,20000000,476270,29602,160,110,7.4,1.85,1601
PG-13,Action,150,553632000,626809,36894,160,105,7.4,2.35,2172
PG-13,Action,108,14000000,15483540,56338,160,215,6.5,2.35,41359
PG-13,Action,107,25000000,14637490,16411,160,136,4.8,2.35,2537
PG-13,Action,107,25000000,14637490,16411,160,136,4.8,2.35,2537
PG-13,Action,100,11000000,13103828,59982,161,463,7.3,1.85,12237
PG-13,Action,94,29000000,6301131,92850,161,263,7.1,2.35,5085
PG-13,Action,89,15000000,20801344,49721,161,211,5.1,2.35,2559
PG-13,Action,125,4825000,1110286,9727,161,65,7.2,2.35,8876
PG-13,Action,90,19000000,35033759,55008,161,93,6.3,2.35,2462
PG-13,Action,102,12000000,25277561,21672,161,93,6.5,2.35,5592
PG-13,Action,95,12000000,65804,32512,162,86,6.3,2.35,27575
PG-13,Action,99,250000,49494,8511,162,87,3.9,2.35,2862
PG-13,Action,104,4000000,4046737,67949,163,390,7.1,1.85,2251
PG-13,Action,95,10000000,8460995,35888,163,125,5.5,2.35,2618
PG-13,Action,113,7200000,1094798,11158,163,73,7.2,2.35,7692
PG-13,Action,112,5000000,2445646,32382,163,99,7,2.35,12897
PG-13,Action,99,55000000,33472850,67005,164,119,5.8,2.35,10026
PG-13,Action,92,35000000,45802315,119974,164,169,6.6,2.35,2184
PG-13,Action,94,8000000,26049082,76791,164,100,6.1,2.35,1024
PG-13,Action,120,13000000,4857376,63084,165,123,7.3,1.85,13208
PG-13,Action,109,10000000,78845130,17596,165,94,6.1,2.35,2480
PG-13,Action,99,80000000,69772969,155532,166,543,6.5,2.35,25942
PG-13,Action,143,100000000,57366262,400292,166,657,8,2.35,33160
PG-13,Action,111,20000000,9525276,60156,166,299,6.8,2.35,3309
PG-13,Action,101,35000000,10268846,31918,166,142,5.5,2.35,1947
PG-13,Action,91,45000000,66790248,57281,167,350,6.5,2.35,758
PG-13,Action,104,17000000,35143332,45102,167,316,5.6,2.35,1340
PG-13,Action,125,50000000,41814863,28635,167,308,5.1,2,1970
PG-13,Action,100,20000000,5005883,29649,167,361,6.1,1.85,2295
PG-13,Action,109,27000000,13248477,60555,167,174,6.2,2.35,15790
PG-13,Action,101,16000000,11956207,24012,167,126,5.1,2.35,3142
PG-13,Action,102,32000000,17797316,50523,167,113,6.3,2.35,2961
PG-13,Action,109,15000000,1357042,53977,167,125,7.1,2.35,35561
PG-13,Action,97,26000000,71500556,171568,168,571,6.7,2.35,16999
PG-13,Action,104,2000000,1900725,43205,168,232,7.4,2.35,2129
PG-13,Action,122,50000000,24127895,248123,168,437,7.6,2.35,12076
PG-13,Action,87,9000000,8579684,89547,168,199,7.4,1.85,24324
PG-13,Action,87,9000000,8579684,89547,168,199,7.4,1.85,24324
PG-13,Action,93,13000000,25675765,60407,168,84,5.9,2.35,2730
PG-13,Action,102,2000000,1477002,16645,168,72,6.9,2.35,11184
PG-13,Action,131,52000000,125548685,135246,169,498,7.3,1.85,10003
PG-13,Action,125,11000000,3753806,20307,169,165,7.7,1.85,3133
PG-13,Action,103,1000000,9013113,36321,169,230,7.4,1.85,3192
PG-13,Action,93,12000000,27829874,196422,170,444,7,1.78,28767
PG-13,Action,146,70000000,77862546,266310,171,690,7.7,2.35,20454
PG-13,Action,120,35000000,18317151,55630,171,200,6.7,2.35,1082
PG-13,Action,107,15000000,5023275,34194,172,199,7.5,2.35,1627
PG-13,Action,108,15000000,24984868,50056,172,152,6.3,2.35,3033
PG-13,Action,137,50000000,1206135,40568,172,185,6.4,2.35,27666
PG-13,Action,107,55000000,19389454,54643,173,335,7.4,2.35,22974
PG-13,Action,106,2000000,13622333,91377,173,385,7.7,1.85,361
PG-13,Action,160,17000000,273420,32671,173,238,5.5,2.35,2340
PG-13,Action,66,2600000,38108,40878,173,124,7.2,1.85,239
PG-13,Action,101,28000000,67266300,195255,173,170,6.9,1.85,3400
PG-13,Action,106,65000000,100468793,212499,173,277,6.9,2.35,11264
PG-13,Action,95,20000000,17529157,49888,173,220,5,2.35,2173
PG-13,Action,107,40000000,90353764,85629,173,144,6,1.85,12556
PG-13,Action,113,20000000,27277055,143137,174,602,7.6,1.85,3141
PG-13,Action,165,107000000,58183966,79186,174,386,6.8,2.35,14196
PG-13,Action,97,5000000,24138847,114797,174,472,7.4,1.85,2990
PG-13,Action,96,38000000,88915214,163665,174,169,6.5,2.35,22436
PG-13,Action,122,3000000,22000,30511,174,226,5.8,2.35,4920
PG-13,Action,90,26000000,46455802,120786,175,472,6.2,1.85,3172
PG-13,Action,136,68000000,33685268,75573,175,662,5.5,2.35,12194
PG-13,Action,111,25000000,33631221,48559,175,145,6,2.35,3784
PG-13,Action,111,25000000,33631221,48562,175,145,6,2.35,3784
PG-13,Action,101,20000000,13650738,61360,175,129,6.6,2.35,16926
PG-13,Action,100,2000000,13746550,29322,176,104,6.1,2.35,15922
PG-13,Action,140,12800000,4157491,79330,177,690,8,2.35,2894
PG-13,Action,103,45000000,24520892,85198,177,303,7,2.35,22383
PG-13,Action,103,15000000,73548,47574,177,209,6.1,2.35,18639
PG-13,Action,92,35000000,55291815,28041,177,111,6,2.35,17860
PG-13,Action,102,29000000,55845943,130094,178,471,6.4,1.78,46186
PG-13,Action,90,20000000,45670855,67978,178,279,5.6,1.85,1978
PG-13,Action,138,1700000,35918429,32415,179,510,7.5,2.35,3970
PG-13,Action,90,5000000,24809547,74875,179,115,6.4,1.85,15710
PG-13,Action,119,95000000,73209340,101834,180,628,5.7,1.85,2356
PG-13,Action,101,30000000,51097664,70205,180,450,5.9,2.35,23328
PG-13,Action,95,50000000,20488579,113483,180,245,5.8,1.85,29926
PG-13,Action,141,70000000,617840,52496,180,172,7.2,2.35,1829
PG-13,Action,104,20000000,31584722,101730,180,131,6.4,2.35,5707
PG-13,Action,94,6000000,8828771,79146,180,352,4.3,1.85,41059
PG-13,Action,103,7000000,17474107,56605,180,89,7.3,2.35,1342
PG-13,Action,104,22000000,30059386,128593,181,867,6.9,2.35,11632
PG-13,Action,97,1000000,2508841,21746,181,93,7.2,1.85,994
PG-13,Action,120,10000000,5004648,14031,181,114,7,1.85,474
PG-13,Action,107,60000000,7605668,47320,181,188,5.5,2.35,42683
PG-13,Action,83,10000000,4244155,56005,182,112,6.5,1.85,3374
PG-13,Action,107,22000000,12784713,56813,183,381,6.7,2.35,8094
PG-13,Action,105,32000000,1304837,21481,183,175,6.1,1.66,2355
PG-13,Action,122,4500000,871577,51353,183,143,7.7,2.35,2614
PG-13,Action,111,22500000,4190530,53341,183,185,7.1,2.35,1795
PG-13,Action,112,13000000,6615578,15352,184,82,7,2.35,1341
PG-13,Action,88,30000000,19316646,52069,184,95,5.6,2.35,5706
PG-13,Action,118,46000000,67263182,218771,185,651,7.2,2.35,15658
PG-13,Action,109,4500000,34468224,105568,185,533,7.3,1.85,11736
PG-13,Action,120,13000000,23947,357579,185,1100,7.7,1.85,12755
PG-13,Action,122,65000000,52397389,132954,185,514,5.9,2.35,19764
PG-13,Action,133,47000000,6167817,62607,186,239,7.7,2.35,405
PG-13,Action,127,50000000,10137232,58015,186,374,6,2.35,5702
PG-13,Action,109,17000000,35635046,121058,186,482,6.7,2.35,19410
PG-13,Action,94,9000000,16235293,19918,186,278,4.5,2.35,1611
PG-13,Action,116,18000000,4435083,27882,186,119,7.1,2.35,39463
PG-13,Action,131,19800000,41300105,65201,187,651,7.3,2.35,3261
PG-13,Action,131,68000000,51396781,188887,187,662,7.6,2.35,5103
PG-13,Action,120,85000000,112703470,69860,187,214,6.6,1.85,15226
PG-13,Action,118,11000000,10214647,42689,188,204,7.1,2.35,17490
PG-13,Action,114,45000000,6565495,36455,189,229,7,2.35,949
PG-13,Action,80,200000,856942,12241,189,112,7.1,1.85,460
PG-13,Action,116,35000000,25093607,105556,189,157,6.5,2.35,49608
PG-13,Action,97,10000000,27736779,25210,189,126,5.2,2.35,2403
PG-13,Action,90,10000000,37470017,86890,190,985,6.1,1.85,1982
PG-13,Action,154,140000000,111110575,317166,190,928,7.7,2.35,11945
PG-13,Action,96,10000000,63270259,111087,190,319,5.9,1.85,3492
PG-13,Action,108,16000000,9172810,24150,190,118,6.7,2.35,12178
PG-13,Action,99,40000000,25117498,37412,190,178,5.7,2.35,960
PG-13,Action,110,12000000,3148482,29613,190,98,7.1,2.35,1540
PG-13,Action,109,20000000,26415649,94892,190,189,6.8,2.35,33878
PG-13,Action,86,18000000,23993605,52467,190,248,5.8,2.35,727
PG-13,Action,110,25000000,10324441,27117,190,140,5.8,2.35,11431
PG-13,Action,84,12600000,15417771,87494,191,540,6.1,1.85,3416
PG-13,Action,98,45000000,50740078,151580,191,672,6.2,2.35,16791
PG-13,Action,96,10000000,12570442,40514,191,234,6.8,2.35,4053
PG-13,Action,142,110000000,113330342,207613,192,1144,7.1,2.35,19454
PG-13,Action,124,20000000,16248701,189683,192,559,7.7,1.85,7567
PG-13,Action,178,13500000,5501940,248354,192,564,8.3,1.85,2334
PG-13,Action,140,33000000,33682273,124242,192,622,6.5,2.35,2114
PG-13,Action,90,18000000,15281286,64646,192,105,6.5,1.85,16004
PG-13,Action,92,8000000,10814185,37530,192,106,6.2,1.85,41867
PG-13,Action,150,35000000,32519322,497946,193,761,8.5,1.85,1075
PG-13,Action,104,35000000,39692139,84131,193,400,6.2,1.85,41701
PG-13,Action,94,24000000,39687528,140780,193,376,6.3,2.35,2124
PG-13,Action,129,12000000,261481,41496,194,210,7.5,2.35,2378
PG-13,Action,98,18000000,60057639,107815,195,485,7.1,1.85,3151
PG-13,Action,112,14000000,11204499,38142,195,270,7,2.35,13528
PG-13,Action,91,8000000,12055108,61151,195,134,6.9,2.35,2528
PG-13,Action,101,35000000,28687835,40964,195,245,6.2,2.35,3612
PG-13,Action,92,8000000,8279017,34191,196,339,6.9,2.35,1761
PG-13,Action,83,16000000,39511038,56269,196,366,5.9,1.85,26402
PG-13,Action,98,24000000,23225911,80574,196,157,6.5,2.35,14699
PG-13,Action,93,5000000,21197315,49948,196,211,6.1,1.85,1410
PG-13,Action,116,42000000,54414716,114294,196,187,6.3,2.35,30571
PG-13,Action,116,15000000,9396487,52421,197,200,7,2.35,5012
PG-13,Action,101,2500000,12995673,52286,197,345,7.7,1.78,338
PG-13,Action,132,17000000,27154426,52852,197,138,6.7,2.35,6317
PG-13,Action,119,32000000,13763130,87768,197,187,6.3,2.35,2925
PG-13,Action,154,79000000,95632614,118483,198,674,7.2,2.35,61110
PG-13,Action,124,61000000,46975183,256213,198,338,7.2,2.35,1640
PG-13,Action,89,12000000,31691811,57446,198,369,6,1.85,140268
PG-13,Action,101,60000000,40076438,73368,198,248,6,2.35,38809
PG-13,Action,152,92000000,108638745,292022,200,1103,7.7,2.35,4270
PG-13,Action,90,5000000,136432,31890,200,194,6.6,1.85,2217
PG-13,Action,94,40000000,38543473,84382,201,158,5.1,1.85,1488
PG-13,Action,108,15000000,13060843,149528,202,454,7.7,2.35,26050
PG-13,Action,105,7000000,12583510,60709,202,922,6,1.85,2444
PG-13,Action,112,4200000000,211667,53508,202,131,7.7,2.35,907
PG-13,Action,110,27000000,22494487,262153,202,507,7.8,2.35,26451
PG-13,Action,110,27000000,22494487,262160,202,507,7.8,2.35,26451
PG-13,Action,92,52000000,23324666,97775,203,211,6.5,2.35,488
PG-13,Action,107,37000000,44867349,75347,203,176,5.6,2.35,14483
PG-13,Action,100,22000000,19783777,82804,203,154,6.5,2.35,39989
PG-13,Action,103,5000000,27285953,48675,203,214,6.8,1.85,259
PG-13,Action,94,5000000,1082044,281649,204,458,7.7,2.35,24994
PG-13,Action,99,31000000,58879132,66123,204,219,6.1,2.35,40312
PG-13,Action,144,50000000,52822418,47764,204,219,7.4,2.35,3580
PG-13,Action,85,11000000,12610731,38985,205,673,4.4,1.85,3050
PG-13,Action,102,2500000,26781723,187595,205,978,7.6,2.35,1655
PG-13,Action,102,50000000,62318875,156225,206,502,6.8,2.35,2998
PG-13,Action,96,12000000,31597131,97938,207,605,6.8,1.85,52138
PG-13,Action,98,40000000,59588068,89557,207,376,5.8,1.85,22318
PG-13,Action,122,35000000,31598308,124765,208,541,6.8,2.35,41636
PG-13,Action,122,35000000,31598308,124765,208,541,6.8,2.35,41636
PG-13,Action,106,700000,2694973,70885,208,189,7.2,1.85,33734
PG-13,Adventure,112,35000000,30691439,86205,208,232,6.2,2.35,3185
PG-13,Adventure,102,49900000,21557240,85237,208,274,5.6,2.35,45202
PG-13,Adventure,107,15000000,15608545,53471,208,224,5.4,2.35,2377
PG-13,Adventure,122,16000000,2428883,21370,208,132,6.6,2.35,2896
PG-13,Adventure,129,80000000,65948711,86422,209,363,6.6,1.85,20056
PG-13,Adventure,131,50000000,27667947,86374,209,392,6.2,2.35,1344
PG-13,Adventure,114,18000000,5694401,194489,209,192,7.3,2.35,46944
PG-13,Adventure,124,78000000,92930005,204063,210,764,7.2,2.35,35867
PG-13,Adventure,121,10000000,80150343,142115,210,614,6.2,1.85,3189
PG-13,Adventure,120,30000000,7443007,24663,210,71,6.7,1.85,1500
PG-13,Adventure,98,23000000,53302314,181058,211,674,6.7,1.85,3345
PG-13,Adventure,80,2700000,5792822,168398,211,492,8,1.85,65
PG-13,Adventure,102,40000000,41797066,92789,211,998,4.7,2.35,4324
PG-13,Adventure,116,40000000,89138076,98535,212,734,5.5,2.35,600
PG-13,Adventure,98,27000000,33987757,168314,212,903,7.3,1.85,28027
PG-13,Adventure,105,27000000,1260917,24657,213,71,7.2,2.35,1342
PG-13,Adventure,112,23000000,39235088,193962,214,805,7.1,2.35,16196
PG-13,Adventure,135,3300000,7563397,533200,214,749,8.7,1.85,1211
PG-13,Adventure,115,20000000,12626905,32567,214,106,6.3,2.35,27214
PG-13,Adventure,120,4000000,21244913,123090,215,888,8,1.85,1779
PG-13,Adventure,137,2000000,11284657,259379,215,407,8.5,2.35,927
PG-13,Adventure,105,40000000,71347010,166194,215,215,7.1,1.85,28928
PG-13,Adventure,98,650000,18469,34263,215,141,6.5,2.35,1038
PG-13,Adventure,118,52000000,37035845,136680,215,149,6.4,2.35,28045
PG-13,Adventure,81,13000000,46563158,207934,216,629,7.1,2.35,2562
PG-13,Adventure,86,25000000,54098051,102861,216,571,5.8,2.35,2420
PG-13,Adventure,94,45000000,50648679,149549,216,348,6.3,2.35,16225
PG-13,Adventure,118,50000000,73343413,217480,216,429,7.4,2.35,22517
PG-13,Adventure,110,12000000,70011073,57996,216,349,6.5,2.35,146
PG-13,Adventure,125,30000000,65010106,107557,217,612,7.2,1.85,1556
PG-13,Adventure,133,26000000,109243478,313797,217,546,7.1,1.85,8341
PG-13,Adventure,105,6500000,66637,29608,217,92,7.2,2.35,14462
PG-13,Adventure,105,26000000,28501651,88035,217,201,7.1,2.35,42473
PG-13,Adventure,105,26000000,28501651,88037,217,201,7.1,2.35,39473
PG-13,Adventure,98,17000000,9430988,45992,217,115,7.1,2.35,1997
PG-13,Adventure,118,30000000,10880926,54147,217,127,6.5,2.35,4253
PG-13,Adventure,129,45000000,59365105,318634,218,1004,7.7,2.35,28886
PG-13,Adventure,86,2000000,12555230,18566,218,154,5.3,1.85,218
PG-13,Adventure,108,33000000,10326062,121432,219,310,6.8,2.35,14127
PG-13,Adventure,112,30000000,32357532,143368,219,215,6.7,1.85,31278
PG-13,Adventure,110,21000000,52353636,209133,220,962,7.6,2.35,14609
PG-13,Adventure,196,175000000,133228348,381672,220,1694,7.2,2.35,17944
PG-13,Adventure,90,19000000,64255243,80903,220,518,6,2.35,120797
PG-13,Adventure,92,15000000,17508670,64625,220,281,7.4,1.85,646
PG-13,Adventure,119,15000000,33386128,36372,220,491,4.9,1.85,3226
PG-13,Adventure,119,15000000,33386128,36372,220,491,4.9,1.85,3226
PG-13,Adventure,83,28000000,37053924,77935,220,122,6.1,2.35,1987
PG-13,Adventure,95,2500000,6851969,105591,220,178,7.1,2.35,10040
PG-13,Adventure,101,5000000,32453345,31791,220,155,5,1.78,2161
PG-13,Adventure,82,40000000,66466372,75345,221,290,5.2,2.35,303717
PG-13,Adventure,146,100000000,95328937,59581,221,293,4.3,1.85,4555
PG-13,Adventure,106,10000000,1939441,55567,221,144,6.9,1.85,23187
PG-13,Adventure,117,21000000,28563179,72693,222,199,6.9,1.85,3681
PG-13,Adventure,111,20000000,30028592,152247,222,189,7.3,2.35,27755
PG-13,Adventure,85,5600000,27024,55597,222,148,6.6,1.85,73
PG-13,Adventure,113,8000000,3014541,19616,222,98,6.7,2.35,4370
PG-13,Adventure,115,14800000,66009973,38202,222,135,5.7,2.35,38963
PG-13,Adventure,190,48000000,124107476,170684,223,867,7.6,1.85,1418
PG-13,Adventure,103,15000000,4235837,175962,223,336,7.6,2.35,23932
PG-13,Adventure,98,22000000,3247816,36145,223,108,6.3,1.85,19310
PG-13,Adventure,91,7000000,7455447,29967,223,126,6.3,1.85,1136
PG-13,Adventure,113,8000000,45063889,297250,224,1441,7.6,1.85,241
PG-13,Adventure,117,54000000,81645152,158267,224,559,6.7,1.85,15371
PG-13,Adventure,98,32000000,35063732,164608,224,383,6.4,2.35,10938
PG-13,Adventure,97,7300000,1818681,74435,224,224,7.2,2.35,2486
PG-13,Adventure,118,35000000,17609982,90046,224,141,6.2,2.35,28479
PG-13,Adventure,128,28000000,3254172,29282,224,105,6.2,2.35,36337
PG-13,Adventure,115,40000000,10640645,28429,224,110,5.8,2.35,1686
PG-13,Adventure,109,33000000,61280963,79877,225,677,6.3,2.35,2474
PG-13,Adventure,105,2000000,92401,56402,225,209,6.3,2.35,2423
PG-13,Adventure,109,13000000,214966,28483,225,176,6.1,2.35,1813
PG-13,Adventure,83,1000000,53245055,30570,225,290,4.2,1.85,988
PG-13,Adventure,99,60000000,62401264,69484,225,323,5.9,2.35,20276
PG-13,Adventure,100,33000000,39532308,198701,226,1138,6.7,1.85,17902
PG-13,Adventure,117,80000000,104054514,200359,226,1009,7.7,2.35,16828
PG-13,Adventure,133,22000000,51483949,208092,226,806,7,2.35,1777
PG-13,Adventure,129,15000000,33565375,111351,226,568,7.5,1.85,1565
PG-13,Adventure,147,50000000,2208939,190490,226,482,7.5,2.35,253
PG-13,Adventure,96,11000000,3074838,56264,226,166,6.3,1.85,14372
PG-13,Adventure,139,6800000,6857096,80429,226,156,8.2,1.85,343
PG-13,Adventure,100,26000000,40168080,80870,226,315,5.2,2.35,3889
PG-13,Adventure,92,35000000,14998070,41170,227,298,6.2,2.35,32875
PG-13,Adventure,108,30000000,32048809,94456,228,576,5.3,1.85,2178
PG-13,Adventure,108,30000000,32048809,94463,228,576,5.3,1.85,2160
PG-13,Adventure,138,25000000,90135191,338415,229,935,8,2.35,1942
PG-13,Adventure,121,25000000,3073392,59462,229,300,6.6,1.85,142
PG-13,Adventure,93,12000000,54724272,157051,229,261,6.7,1.85,2043
PG-13,Adventure,129,45000000,88504640,273108,230,646,7.6,2.35,19148
PG-13,Adventure,111,45000000,36064910,166610,230,211,6.4,2.35,28643
PG-13,Adventure,153,75000000,51814190,100837,230,301,6.4,1.85,11852
PG-13,Adventure,82,500000,98017,26185,230,170,5.8,1.85,1498
PG-13,Adventure,120,16000000,1984743,20616,230,70,6.6,2.35,11019
PG-13,Adventure,104,950000,1007962,131969,231,651,7.1,2.35,117
PG-13,Adventure,145,21000000,4398392,59507,231,232,7.8,2.35,2590
PG-13,Adventure,135,20000000,4001121,48346,231,230,7,2.35,36398
PG-13,Adventure,90,1500000,2283276,46107,231,156,8,1.85,56
PG-13,Adventure,104,4200000,1487477,47097,232,310,6.5,1.85,206
PG-13,Adventure,100,8700000,5480996,89383,232,293,7.1,1.85,39507
PG-13,Adventure,85,180000,9437933,90827,232,329,7.9,1.85,332
PG-13,Adventure,117,27000000,87341380,255257,232,374,7,2.35,15590
PG-13,Adventure,131,30000000,28644770,78974,232,141,6.2,1.85,3479
PG-13,Adventure,117,4000000,371897,36494,232,118,6.9,2.35,13607
PG-13,Adventure,112,48000000,95308367,206104,233,850,6.8,2.35,18141
PG-13,Adventure,216,100000000,77679638,314033,233,1166,7.5,2.35,47657
PG-13,Adventure,98,30000000,32774834,136048,233,700,7.2,2.35,2609
PG-13,Adventure,93,8000000,17427926,60062,233,351,5.9,2.35,1749
PG-13,Adventure,109,35000000,10499968,47498,233,212,5.7,1.85,1458
PG-13,Adventure,109,35000000,10499968,47502,233,212,5.7,1.85,1458
PG-13,Adventure,102,4500000,3609278,573541,234,1916,8.4,1.37,2235
PG-13,Adventure,110,70000000,47456450,101386,234,289,7.1,2.35,5187
PG-13,Adventure,101,2500000,1163508,20376,234,166,5.1,2.35,5158
PG-13,Adventure,79,500000,30500882,42256,235,916,5.7,1.85,67
PG-13,Adventure,99,40000000,38105077,58349,235,194,6.4,2.35,701
PG-13,Adventure,114,50000000,26442251,76010,236,205,6.6,2.35,16992
PG-13,Adventure,113,60000000,28031250,88146,237,814,5.2,2.35,13517
PG-13,Adventure,111,36000000,45045037,103230,237,143,5.9,2.35,3393
PG-13,Adventure,128,70000000,39380442,174248,238,263,7.1,2.35,29824
PG-13,Adventure,95,900000,100659,30160,238,193,6.4,1.85,3833
PG-13,Adventure,96,2500000,322157,61787,238,203,6.8,1.85,4590
PG-13,Adventure,109,35000000,55802754,270228,238,194,6.6,2.35,20956
PG-13,Adventure,92,6500000,24792061,191998,239,323,7.6,2.35,25092
PG-13,Adventure,194,130000000,47396698,217373,239,942,7.2,2.35,19600
PG-13,Adventure,96,65000000,42345531,104831,239,423,5.4,2.35,17913
PG-13,Adventure,121,50000000,22518325,63363,240,644,5.6,2.35,22833
PG-13,Adventure,81,19000000,22245861,143251,241,710,7.7,1.85,25489
PG-13,Adventure,114,15000000,32721635,67822,241,279,6.6,1.85,3861
PG-13,Adventure,114,15000000,32721635,67824,241,279,6.6,1.85,3861
